cohort,feat,auc,p,n1,n0,half_a,half_b,med_pos,med_neg,sep
t25,t25_zz20_lows_above,0.4754056795131846,0.512,116,136,0.44435586734693877,0.4990625,1.0,1.0,0.024594320486815424
t25,gx_ret_r,0.5227560851926978,0.51,116,136,0.4647640306122449,0.5475,1.4133333333333333,1.06,0.022756085192697784
t25,t25_zz20_uppurity,0.5225659229208925,0.523,116,136,0.5632971938775511,0.4944791666666667,0.5,0.5,0.022565922920892545
t25,leg_depth_t,0.5216784989858012,0.539,116,136,0.48246173469387754,0.5502083333333333,72.84639198082732,67.02988324013131,0.02167849898580121
t25,zz20_vs_lasthigh_t,0.4783215010141988,0.556,116,136,0.5175382653061225,0.44979166666666665,-72.84639198082732,-67.02988324013131,0.02167849898580121
t25,htf5_slope_t,0.5203473630831643,0.567,116,136,0.5127551020408163,0.5319791666666667,27.166666666666664,20.75,0.020347363083164316
t25,min_since_hi,0.4799378803245436,0.563,116,136,0.5232780612244898,0.45739583333333333,20.5,19.0,0.020062119675456402
t25,zz20_lows_above,0.4800329614604463,0.537,116,136,0.43893494897959184,0.510625,0.0,0.0,0.019967038539553728
t25,zz20_trend,0.48060344827586204,0.572,116,136,0.47831632653061223,0.4859375,0.0,1.0,0.019396551724137956
t25,zz40_lows_above,0.4822198275862069,0.599,116,136,0.4510522959183674,0.5082291666666666,0.0,0.0,0.017780172413793094
t25,ret_rthopen_r,0.48294878296146043,0.675,116,136,0.5242346938775511,0.44958333333333333,2.2715564521406,2.2403028069200808,0.017051217038539568
t25,leg_eff,0.5149624261943102,0.685,81,92,0.5255661066471877,0.5041322314049587,0.21428571428571427,-0.05322128851540616,0.014962426194310208
t25,t25_zz20_hh,0.5149594320486816,0.705,116,136,0.5625,0.475,1.0,1.0,0.014959432048681554
t25,t25_zz20_vs_lasthigh_t,0.4859279918864097,0.7,116,136,0.4846938775510204,0.49104166666666665,-103.5,-104.5,0.014072008113590273
t25,t25_uw_pushes,0.5139452332657201,0.452,116,136,0.4725765306122449,0.5480208333333333,0.0,0.0,0.013945233265720058
t25,mom_15m_r,0.48649847870182555,0.723,116,136,0.5073341836734694,0.47854166666666664,0.5550579528640568,0.5679850923235548,0.013501521298174446
t25,t25_zz20_hl,0.48782961460446245,0.701,116,136,0.4732142857142857,0.5041666666666667,1.0,1.0,0.012170385395537553
t25,t25_htf5_slope_t,0.511441430020284,0.751,116,136,0.5071747448979592,0.5171875,25.166666666666664,19.0,0.011441430020283971
